	GSM1074947_APPLY_p_Hulin_58_430A_Mouse430A_2_A01_528242.EXPRESSION	GSM1074948_APPLY_p_Hulin_58_430A_Mouse430A_2_A02_528130.EXPRESSION	GSM1074949_APPLY_p_Hulin_58_430A_Mouse430A_2_A03_528272.EXPRESSION	GSM1074950_APPLY_p_Hulin_58_430A_Mouse430A_2_A04_528190.EXPRESSION	GSM1074951_APPLY_p_Hulin_58_430A_Mouse430A_2_A05_528142.EXPRESSION	GSM1074952_APPLY_p_Hulin_58_430A_Mouse430A_2_A06_528174.EXPRESSION	GSM1074953_APPLY_p_Hulin_58_430A_Mouse430A_2_A07_528222.EXPRESSION	GSM1074954_APPLY_p_Hulin_58_430A_Mouse430A_2_A08_528264.EXPRESSION	GSM1074955_APPLY_p_Hulin_58_430A_Mouse430A_2_A09_528228.EXPRESSION	GSM1074956_APPLY_p_Hulin_58_430A_Mouse430A_2_A10_528122.EXPRESSION	GSM1074957_APPLY_p_Hulin_58_430A_Mouse430A_2_A11_528118.EXPRESSION	GSM1074958_APPLY_p_Hulin_58_430A_Mouse430A_2_A12_528294.EXPRESSION	GSM1074959_APPLY_p_Hulin_58_430A_Mouse430A_2_B01_528198.EXPRESSION	GSM1074960_APPLY_p_Hulin_58_430A_Mouse430A_2_B02_528162.EXPRESSION	GSM1074961_APPLY_p_Hulin_58_430A_Mouse430A_2_B03_528172.EXPRESSION	GSM1074962_APPLY_p_Hulin_58_430A_Mouse430A_2_B04_528232.EXPRESSION	GSM1074963_APPLY_p_Hulin_58_430A_Mouse430A_2_B05_528290.EXPRESSION	GSM1074964_APPLY_p_Hulin_58_430A_Mouse430A_2_B06_528150.EXPRESSION	GSM1074965_APPLY_p_Hulin_58_430A_Mouse430A_2_B07_528284.EXPRESSION	GSM1074966_APPLY_p_Hulin_58_430A_Mouse430A_2_B08_528244.EXPRESSION	GSM1074967_APPLY_p_Hulin_58_430A_Mouse430A_2_B09_528186.EXPRESSION	GSM1074968_APPLY_p_Hulin_58_430A_Mouse430A_2_B10_528194.EXPRESSION	GSM1074969_APPLY_p_Hulin_58_430A_Mouse430A_2_B11_528262.EXPRESSION	GSM1074970_APPLY_p_Hulin_58_430A_Mouse430A_2_B12_528132.EXPRESSION	GSM1074971_APPLY_p_Hulin_58_430A_Mouse430A_2_C01_528304.EXPRESSION	GSM1074972_APPLY_p_Hulin_58_430A_Mouse430A_2_C02_528216.EXPRESSION	GSM1074973_APPLY_p_Hulin_58_430A_Mouse430A_2_C03_528184.EXPRESSION	GSM1074974_APPLY_p_Hulin_58_430A_Mouse430A_2_C04_528282.EXPRESSION	GSM1074975_APPLY_p_Hulin_58_430A_Mouse430A_2_C05_528136.EXPRESSION	GSM1074976_APPLY_p_Hulin_58_430A_Mouse430A_2_C06_528296.EXPRESSION	GSM1074977_APPLY_p_Hulin_58_430A_Mouse430A_2_C07_528298.EXPRESSION	GSM1074978_APPLY_p_Hulin_58_430A_Mouse430A_2_C08_528280.EXPRESSION	GSM1074979_APPLY_p_Hulin_58_430A_Mouse430A_2_C09_528286.EXPRESSION	GSM1074980_APPLY_p_Hulin_58_430A_Mouse430A_2_C10_528210.EXPRESSION	GSM1074981_APPLY_p_Hulin_58_430A_Mouse430A_2_C11_528134.EXPRESSION	GSM1074982_APPLY_p_Hulin_58_430A_Mouse430A_2_C12_528212.EXPRESSION	GSM1074983_APPLY_p_Hulin_58_430A_Mouse430A_2_D01_528268.EXPRESSION	GSM1074984_APPLY_p_Hulin_58_430A_Mouse430A_2_D02_528182.EXPRESSION	GSM1074985_APPLY_p_Hulin_58_430A_Mouse430A_2_D03_528274.EXPRESSION	GSM1074986_APPLY_p_Hulin_58_430A_Mouse430A_2_D04_528204.EXPRESSION	GSM1074987_APPLY_p_Hulin_58_430A_Mouse430A_2_D05_528252.EXPRESSION	GSM1074988_APPLY_p_Hulin_58_430A_Mouse430A_2_D06_528278.EXPRESSION	GSM1074989_APPLY_p_Hulin_58_430A_Mouse430A_2_D07_528152.EXPRESSION	GSM1074990_APPLY_p_Hulin_58_430A_Mouse430A_2_D08_528188.EXPRESSION	GSM1074991_APPLY_p_Hulin_58_430A_Mouse430A_2_D09_528292.EXPRESSION	GSM1074992_APPLY_p_Hulin_58_430A_Mouse430A_2_D10_528250.EXPRESSION	GSM1074993_APPLY_p_Hulin_58_430A_Mouse430A_2_D11_528164.EXPRESSION	GSM1074994_APPLY_p_Hulin_58_430A_Mouse430A_2_D12_528160.EXPRESSION	GSM1074995_APPLY_p_Hulin_58_430A_Mouse430A_2_E01_528176.EXPRESSION	GSM1074996_APPLY_p_Hulin_58_430A_Mouse430A_2_E02_528206.EXPRESSION	GSM1074997_APPLY_p_Hulin_58_430A_Mouse430A_2_E03_528124.EXPRESSION	GSM1074998_APPLY_p_Hulin_58_430A_Mouse430A_2_E04_528254.EXPRESSION	GSM1074999_APPLY_p_Hulin_58_430A_Mouse430A_2_E05_528128.EXPRESSION	GSM1075000_APPLY_p_Hulin_58_430A_Mouse430A_2_E06_528276.EXPRESSION	GSM1075001_APPLY_p_Hulin_58_430A_Mouse430A_2_E07_528166.EXPRESSION	GSM1075002_APPLY_p_Hulin_58_430A_Mouse430A_2_E08_528126.EXPRESSION	GSM1075003_APPLY_p_Hulin_58_430A_Mouse430A_2_E09_528236.EXPRESSION	GSM1075004_APPLY_p_Hulin_58_430A_Mouse430A_2_E10_528246.EXPRESSION
A430005L14Rik	8.329449941	7.897828695	8.348162726	9.435752763	9.471872881	9.552954626	9.64781187	9.747775334	9.540208842	9.314516941	9.414057782	9.383627909	9.131378618	9.234142899	9.163576679	8.938732786	8.971192628	8.776376338	8.252144077	7.708658018	8.311996915	9.374158944	9.425483053	9.563125857	9.562181122	9.532011754	8.983312134	8.800930726	8.708246623	8.791049299	8.477986033	8.623781775	8.672847077	8.614524976	8.73770321	7.99086087	8.733575509	8.530989546	8.591163209	8.02335103	7.708209776	9.434391638	9.607544267	9.467391877	9.242651798	9.035103829	9.0970452	9.182070798	7.742877598	9.175875902	9.556726944	8.853072583	8.61843005	8.39698029	8.551197191	8.623939407	8.644643463	8.595366487
Aacs	7.014890026	7.522130051	7.20837899	7.856248391	8.34129226	8.146296085	8.11463256	8.20842864	8.20903146	8.174574354	8.326368411	8.291939869	8.609389361	8.946190039	9.004948255	8.817888461	8.50988748	8.717346617	7.080348823	7.509424018	7.353423226	7.6702472	8.195399139	8.00919334	7.749272417	8.15248691	8.068434644	8.104672158	7.945413471	7.827685096	8.205645307	8.564978667	8.661303632	8.395942582	8.248437918	8.526489338	8.511547978	8.319079323	8.224959219	8.414946024	7.645058525	8.124067406	7.969203807	8.344448488	8.037957052	8.233406337	8.62849048	8.546047482	7.438148439	7.823890751	7.764183842	8.188662766	7.969821261	7.901341179	8.336728803	8.499620736	8.293158017	8.208041275
Abca1	7.877345309	8.190297604	8.721054257	7.046266342	5.986135046	5.669172033	5.09128342	4.737201116	4.321928095	4.321928095	4.321928095	4.814913264	4.515164587	4.417499037	4.738429806	4.514023058	4.321928095	4.321928095	7.980940078	8.40095975	9.154949798	7.338350621	6.858106086	6.98665488	5.848394293	5.577809795	4.534098493	4.966138091	5.284476842	6.209607757	5.61163266	6.206181854	6.212101105	6.145304743	5.593289719	6.005310493	6.294136371	6.125602547	5.262116622	5.869701568	8.101575007	7.072084298	4.899310038	4.790759994	4.645695867	4.321928095	4.731153005	4.321928095	8.332682353	7.022798693	5.725541702	6.09638362	6.042606601	5.482101054	6.193323651	5.780018165	5.987911777	5.233558422
Abcb1b	6.648539033	7.433033724	7.050697225	7.701674027	7.688836268	8.361324992	8.739932115	8.638019104	8.609913676	8.827392097	9.071556627	9.428912252	9.255193515	9.462471557	9.616188112	9.956712841	9.857568736	9.609880378	6.985904359	7.146644035	7.273978065	7.485461888	7.428290257	7.720606293	8.353263585	8.225408458	8.432353178	8.432147086	8.67461818	9.135560955	8.982942331	8.806360315	8.896138319	8.645452279	8.824489168	7.889537299	8.930715145	8.658284099	8.620147807	7.390346255	6.887167506	7.310330443	8.799701899	9.327775194	9.626147019	9.733726042	9.839831467	9.875915672	7.05961354	7.21925131	8.183254922	8.561480115	8.821725712	8.776628633	9.011350617	8.923686474	8.956771058	8.976018467
Abcb9	7.740004914	8.611765744	7.580516973	6.006511827	6.40190139	6.135404706	6.229220795	6.562675134	6.638068025	6.590808768	6.445134965	6.213069364	6.595847415	6.538870915	6.560114802	6.354904614	5.901713383	6.384112601	6.908245291	6.960079993	6.894800748	6.143219264	6.313551356	6.080902444	6.070965257	6.332450891	6.482127587	6.342382467	6.396356344	6.345826387	6.460297209	6.396583746	6.424568296	6.521551786	6.152115331	6.60649429	6.408498737	6.621397215	6.120075887	7.185184816	8.127886198	6.385412982	6.480161775	6.699702671	6.395554515	6.291161858	6.080902444	6.183118133	7.866474793	6.094461623	6.115165913	6.159799371	6.313793546	6.138099246	6.451745401	6.25308834	6.311069145	6.175044455
Abcd3	8.288262972	7.867247119	7.644152222	7.646337921	8.109778301	8.589704392	8.544474617	9.405804783	9.646347521	9.804955274	10.090013	10.2824553	10.45690748	10.27310801	10.31353626	10.15353842	10.8342061	10.482141	8.390039387	8.016848487	6.989121898	7.67603211	8.10845052	8.371708823	8.468543401	8.787705243	8.653147874	8.856662517	8.913942671	9.095452312	9.358134294	9.521711814	9.604639612	9.498873432	9.275396504	9.596533858	9.636953953	9.511216042	8.996659366	9.106987872	7.758732022	7.666681533	8.807586242	9.783417176	10.36024318	10.42410154	10.27677713	10.28713378	7.895435804	7.544467064	8.529593873	8.859439473	8.947438151	8.959917942	9.183717448	9.10240763	9.209449945	8.872940946
Abcg1	10.13996847	10.20631799	10.11180839	8.345605082	6.664419987	5.969204714	5.8595895	5.192264458	5.692549891	5.871791897	6.11738631	6.885087175	6.259249023	6.68842542	6.371933262	6.574320789	5.927475436	5.247127126	10.39592465	10.4074769	9.582171791	7.761690443	7.029414535	6.372594976	6.280340038	5.476735265	5.826595125	6.304092391	6.117419769	6.674743975	7.000216146	7.24036613	7.083218531	7.470732184	7.065322991	7.231513821	6.933182379	7.25201717	6.885889922	7.322149218	10.47405168	8.536807798	6.010899571	6.413921648	6.872067932	6.371028402	6.329979537	6.230726499	10.58365697	7.958194543	6.016534364	6.74917182	6.984786742	6.96078462	7.287805166	7.403141047	7.096321294	7.381754545
Abcg2	6.933592886	7.240701841	7.064339381	6.185237053	5.120236177	4.882020362	5.430955389	5.762456235	6.397980414	7.102093366	7.672704623	7.54615698	7.589610369	7.655707719	7.823034153	7.713762001	7.86241747	7.624312523	7.083149617	7.193023019	7.120378993	5.701844514	5.029834488	4.702233591	4.870883312	5.921353344	5.877758261	6.203119854	6.534584569	6.528131938	6.29714885	6.62030074	6.216174371	6.4014521	6.197563798	6.385799441	6.213504518	6.338303655	6.031373728	6.543862963	7.119554186	5.940763453	4.91802399	7.797141646	7.530929268	7.509490394	7.809010604	7.779049566	7.247332459	5.763963385	4.99036944	6.623259685	6.497486878	5.769173376	6.553689314	6.590245721	6.347050542	6.301254964
Abhd4	6.227353621	6.686178879	6.616716895	6.538449437	6.23275647	6.767067081	7.08939758	6.535453981	7.030634842	7.102006195	7.449814572	7.800903223	8.103328102	8.439460621	8.301324511	8.895889711	9.23538164	9.501044753	6.480563391	6.870483075	6.851046953	6.453436254	6.475323214	6.747865683	6.927251821	6.848543076	6.568915099	6.998773012	7.182600309	8.116010326	7.784727439	7.60513714	7.575312019	7.830916041	8.058588058	8.677406548	7.514472762	7.708003617	8.153157812	8.87495559	6.486547809	6.39258161	6.614793556	7.317835061	7.851529816	7.826926569	8.582284555	8.669859468	6.514047689	6.175642006	6.721489161	6.904849285	8.044065022	7.409819954	7.511711432	7.910131814	7.755612211	8.05861959
Abhd6	7.296201048	7.182863857	7.06923429	6.480751209	6.870938649	7.413054	7.458034758	7.384408818	7.331522161	7.311030407	7.571085677	7.223506377	7.251501937	7.504264351	7.456700161	7.414886389	7.754622918	7.630979501	7.399592379	7.05811165	6.699224672	6.655122182	6.978828857	7.477122247	7.444327677	7.464760532	7.159771795	7.227883076	7.391872241	7.020906626	7.022984172	6.964578017	7.100556963	6.98390439	7.146424583	6.919056651	7.000372787	6.831301751	7.027954334	6.940442794	7.113512487	6.760067385	7.577664537	7.404704952	7.018712168	7.001501751	7.479563583	7.493230532	7.298563294	6.524057506	7.382893468	7.435187812	7.130122655	6.64970504	7.004628302	7.047003463	6.977593898	6.931392877
Acad8	6.77526361	6.285841328	6.112186925	6.360302725	6.416234061	6.511202824	7.040364536	6.498670444	6.2119417	6.349734162	6.612720563	6.880983514	6.643132971	7.043487368	6.850940277	7.012220113	7.164301293	7.238061829	6.828632373	6.24334603	5.98849018	6.314043145	6.453464709	6.541201537	7.050863391	6.376521706	5.920407927	6.140865388	6.058604076	6.346873618	5.710707197	5.888609445	5.982237751	6.060606817	6.320053716	6.180966715	6.269722786	6.21343111	6.386883582	6.49965166	6.33722809	6.49738397	6.81664012	6.641620107	6.822580425	6.729617245	7.333056948	7.264492483	6.585954966	6.635153917	6.663942859	6.206451279	6.777739437	5.580089289	6.085912483	6.270334654	6.043936379	6.312562501
Acad9	8.24235368	7.9593635	7.997892686	8.687533515	8.708226636	8.703468647	9.059085722	9.287717454	9.075340223	9.347076811	9.606420865	9.762009633	9.741120977	9.741500878	9.659061684	9.601087057	9.699393984	9.567331687	8.363146797	8.035031515	7.799154618	8.582039339	8.597277667	8.703892798	8.908398295	9.192347882	9.080155305	9.546209798	9.646172476	9.581515052	9.147664923	9.125253217	9.059595054	9.02356565	9.005620609	8.55514567	9.112033324	8.977305798	9.112691396	8.583611021	7.931239143	8.356863146	8.978545479	9.664225581	9.691972601	9.565446589	9.761203433	9.719360009	8.156033447	8.618304895	8.978505504	9.506985438	9.510629227	9.189445901	9.134035049	9.056560063	8.978487846	8.950519766
Acin1	10.72818777	10.46553778	10.22561002	9.528210421	10.39335053	10.24619699	10.55081071	10.54451531	10.03670139	10.01327986	10.15651556	10.32736012	10.32424294	10.33610639	10.22866233	9.976259492	10.16838131	10.03089523	10.33382417	10.33558218	10.14605425	9.833197635	10.37593303	10.16033647	10.45084999	10.54282347	10.11373091	10.28103492	10.09403595	10.29490809	10.35957577	10.13078545	10.11149364	9.95134023	10.0467719	9.835523244	10.20076046	10.21121796	10.27229775	9.90128296	10.59110837	10.07130088	10.42128537	10.33312486	10.23072705	10.12199911	10.21065198	10.21096396	10.69728143	10.20997677	10.44059031	10.48764807	10.27731402	9.950116493	9.963637526	9.997792946	9.912862976	9.685334433
Acox1	7.599197383	7.712184676	7.367783717	6.016276819	5.924063525	5.179033169	5.396922401	5.692636558	5.957176602	6.413609668	6.789662242	6.773010893	6.699361083	6.505610498	6.66433956	6.735738377	6.809957083	6.651571446	7.622294047	7.662543256	7.085799638	6.578684768	5.958837447	5.963225013	6.12021563	6.200997356	6.509289852	6.996132486	6.943924612	7.012517575	7.101741691	7.099743773	7.194677348	7.023699127	7.318129824	7.53185805	7.159207977	7.404202202	7.306609336	7.530883561	7.925598814	6.330397517	5.824938238	6.556585659	6.575387316	6.423712926	6.875052131	6.681332733	8.192015698	6.783600872	6.189425081	6.956097497	7.152732444	7.221209947	7.171438338	7.087581953	7.16538384	7.245175724
Acp5	10.64176851	10.16083239	8.587635036	6.857591923	6.070421969	6.060361974	5.980426393	6.47623496	6.403376239	7.004710862	6.710787234	6.534085827	6.21037994	6.413510806	6.06673161	6.057028654	6.08189048	6.013242053	10.42692226	9.679112943	7.815516585	6.125194895	5.967510719	5.801598238	6.124205255	6.56510126	7.000607768	7.342147244	7.288519661	7.270790098	7.27755493	8.149989905	7.749628289	8.113790772	7.469306494	8.958357704	7.690229056	7.98660295	7.431902144	8.905531599	10.12507614	7.399060576	6.005516701	7.363343677	6.767943732	6.496523916	6.35380121	6.138816034	10.01880861	6.59686608	5.736367425	7.455348121	7.302849624	7.191170077	7.545477207	7.401182465	7.636883911	7.561845937
Acsbg1	5.505110089	5.305527613	5.807161508	5.115394592	5.174962956	4.616606461	5.091009223	4.642514023	4.321928095	4.455722343	4.440521013	4.633648676	4.321928095	4.546257249	4.595291344	4.321928095	4.534412663	4.321928095	5.775871099	5.638874053	5.091884529	5.149004577	6.206090601	6.841219864	7.039442741	7.224761731	6.410516411	6.318961	7.03668153	7.553285913	6.48492569	5.741100594	5.668669863	5.577804483	6.747533303	6.404316738	5.869093355	5.518010609	6.52629129	6.85932562	5.130233415	5.504188127	4.553074262	4.970856957	4.726284735	4.41059732	4.321928095	4.321928095	5.363280332	5.364515804	6.812019339	6.232010336	7.104812269	6.920066149	6.711863417	6.499238876	6.009836491	6.19497478
Acsl4	8.422635361	9.309943435	10.34627499	10.38148779	9.795220806	9.949811754	9.697072789	9.578288317	9.506533377	9.653158782	9.34187191	9.301479421	9.326779933	9.242710703	9.532070263	10.04090371	9.493016718	9.523533348	8.901668933	9.275109469	10.25048974	10.57605463	10.22550654	10.23968188	10.44365421	10.43634484	10.93932687	10.76392971	10.81383011	10.74149776	10.97737762	11.00280057	11.0430942	11.00209866	11.09912375	11.27250272	11.1016022	10.90920499	11.07213166	10.6655527	9.446581331	10.10659336	9.971295652	9.809983905	9.894687664	9.929697578	9.837200536	9.759112629	9.234542429	10.69435666	10.45078758	10.61460808	10.58698471	10.85291207	11.03467127	11.10641536	11.04681729	11.02778623
Acsl5	10.58960141	10.31521716	9.876097674	11.0253065	11.38959766	11.36774178	11.20001583	11.32937005	11.4397096	11.49032681	11.51563197	11.71870622	12.02716737	11.96283344	11.95269224	11.9018742	11.91529937	11.94310809	10.52821412	10.21810219	10.01628286	11.00156494	11.29426994	11.26238327	11.06098819	11.28874095	11.1508625	11.02718856	10.85728451	11.07615811	11.35517825	11.44929489	11.39723977	11.4329133	11.38998799	11.35738029	11.44942512	11.50365372	11.3786787	11.30728951	10.18297341	10.9050925	11.21834161	11.60700603	11.68078426	11.75973558	11.81518873	11.91327981	10.07405361	10.95899381	11.04353105	11.16218929	11.17837422	11.24453106	11.39310232	11.43489892	11.40348425	11.26895441
Acsl6	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	5.221673019	4.321928095	5.96486448	6.329617807	5.815157227	6.982363714	8.40060896	8.556385991	8.756111216	9.258597492	9.229022101	9.40814634	8.216880295	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.79689308	4.58863354	4.563206153	4.321928095	4.971230731	4.325502414	5.031108488	4.321928095	4.559340372	4.321928095	4.321928095	4.563206153	6.57522164	7.992487021	8.585793191	9.083115071	8.621630564	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095	4.321928095
Acss1	8.568693789	8.149629356	7.241245598	5.547694136	5.202133894	4.884430357	4.498896097	4.79053532	4.400091288	4.400906834	4.624136591	4.545969407	4.74549753	4.850048801	4.321928095	4.385270028	4.321928095	4.339025005	8.049753713	7.967383747	6.171705215	5.390769043	5.238442908	4.634650882	4.384781072	4.671802598	4.38268939	4.860174734	4.756273861	4.641998053	4.321928095	4.700344294	4.727551355	4.807871887	4.450584867	4.872208664	4.550970369	4.580354611	4.526085517	5.130303021	8.237111085	6.170554845	4.787786121	5.031255288	4.60067934	4.471987674	4.321928095	4.321928095	8.312948473	5.718865851	4.735373714	4.814786542	4.869714656	4.556291572	4.746938105	4.638369499	4.742197866	4.779502125
Actn1	11.93733685	12.01070516	12.0516802	11.53350947	11.125047	11.04276695	10.64840035	11.02798168	10.66685319	10.84572141	10.56832502	10.65314601	10.35886294	10.26574474	10.39393933	10.29740158	10.21502115	10.15446412	12.02807273	11.74746327	11.65321379	11.09067744	10.3490415	10.00841791	9.433402645	9.774293125	9.363867899	9.490659267	9.53416733	9.771806208	9.655997188	9.574740355	9.53693704	9.530173115	8.94029522	9.160918527	9.419343669	9.50561062	8.715025105	8.474469512	11.9804646	11.71646103	10.64439629	10.82091786	10.70892482	10.35678058	10.38191189	10.37349401	12.0887167	11.24723329	9.428456534	9.5145814	9.834959499	9.744617617	9.397443025	9.159838967	9.467518237	8.9947063
Acvr1b	10.14282664	9.440770325	9.350261475	8.754737261	8.751647547	8.725394387	8.566589231	8.565654855	8.386795904	8.350881707	7.972298529	7.810897715	7.363228715	7.330377266	7.339223191	7.200740218	7.049457754	6.888096295	10.17825651	9.502104126	9.208263815	8.897867328	9.111538814	8.953841138	8.696388913	8.769972169	8.659533528	8.597577738	8.285513071	7.992312217	7.720085063	8.133799338	8.003204795	8.10140194	7.828304355	8.467687326	7.920924105	8.26051202	7.743068195	8.458146638	9.559849323	8.843978424	8.629758578	8.335999056	7.976961192	7.631094086	7.472886028	7.189845962	9.619974111	8.904760145	8.82031325	8.328542149	8.073756604	7.843978105	7.909749251	7.877206314	8.044427681	7.928796706
Acy1	6.074600291	6.240718085	5.873838103	6.0906594	7.645153692	7.58534056	7.559728954	7.96208378	7.757042257	7.641538988	7.786816081	7.799933515	7.655179561	7.557900865	7.539659529	7.462422467	7.405624632	7.190319592	5.615554126	5.287255418	5.583053675	6.332783179	7.818958801	8.004000544	7.517633887	7.987163074	7.829898423	7.921023952	7.94547753	7.997084439	7.917748012	7.81456634	8.070440052	7.731345604	7.824592237	6.933513035	7.99863114	7.707203182	7.477591867	6.820403795	5.866695038	7.051211678	7.794888512	7.868446976	7.7428033	7.516672465	7.524122283	7.361591174	5.930367853	6.770685899	7.4441827	8.018549964	7.778381069	7.821523563	7.973615093	7.720413332	8.051248193	7.631913092
Ada	6.26785085	6.545464644	6.333553146	6.544406441	6.650191438	6.79309261	6.5675509	6.225589975	6.520128726	7.432185068	8.219541578	8.303056579	7.62278911	7.39697667	7.164250501	7.243454683	6.742041432	6.55849647	6.445601041	7.052271702	7.224119227	6.934238817	6.896947116	6.981120705	7.128943096	6.983763891	7.038205173	7.871001747	8.406895417	8.579071965	7.939640149	7.805789763	7.786285203	7.669202112	7.570793062	6.829419019	7.829768692	7.587549878	7.694974151	6.708164257	6.657772369	6.425760809	6.630210959	7.91174265	8.309545617	7.573168801	7.55159172	7.399541297	7.398540758	6.858647203	6.849324291	7.948820506	8.507037189	7.861771512	7.847165928	7.549670576	7.875131652	7.6837108
Adam10	6.235587653	6.0243621	4.564174396	5.064063806	6.9966356	6.49183306	7.25834472	7.330871903	6.47850583	6.531832576	6.948334175	7.041639313	7.406095481	7.264390574	6.902647978	6.682766886	6.929034387	6.664826005	5.239054763	4.927814333	4.8422197	4.904285608	5.925186361	5.622023658	6.332266579	6.592049101	5.515089916	5.854742685	6.216526668	6.346907509	6.280282003	6.299514256	6.362649413	5.951050528	6.289224119	6.215593693	6.516725586	6.444798692	6.423931636	6.490538454	5.984193878	6.430387213	6.833437338	6.924334653	6.537603649	6.349870239	6.599636113	6.374316262	5.523247545	5.5318264	5.9502381	5.779350254	6.292436903	5.802825885	6.316712477	6.32858275	5.824156793	5.728313912
Adam19	7.60494895	7.075747931	8.710560632	9.937701511	8.727128058	7.186774797	7.094905661	6.24629356	6.525904471	7.08166928	6.888831114	6.034250296	6.154100036	5.472877593	5.706937281	5.933383379	5.297410194	5.424131913	7.692371925	7.520337907	7.970891794	9.005238116	9.93930235	10.1724163	9.972509585	10.34688318	10.43377824	10.37090191	10.29129676	10.00192654	9.861039454	9.557925087	9.608077112	9.479326787	9.898139797	10.01471885	9.496400666	9.385707368	9.873700352	10.16789216	7.13844196	9.776647511	7.364685667	6.099907916	6.624783821	6.412418713	5.979736847	5.517631971	7.614804394	8.730476697	10.1801172	10.04580323	10.04198204	9.951270107	9.514050563	9.524476509	9.452438063	9.769611336
Adam9	5.805869904	6.592708876	7.132831689	6.881499756	6.901135633	7.368681075	7.177264523	7.090990973	6.975630245	6.995139808	7.111502078	6.987873194	6.916503621	7.047266606	6.87590351	7.125040156	7.154454742	7.137545989	5.933768149	6.866743415	7.171448224	7.150433371	7.381254273	7.5564102	7.33496096	7.396751616	7.50125757	7.669491915	7.70432396	7.557926358	8.123801977	8.260775527	8.325387621	8.319064516	8.78462187	8.831014715	8.529069052	8.393243004	8.81025712	9.010084257	6.340621721	6.668261116	7.380072913	7.097332577	6.970536067	7.244940954	7.410549102	7.235472851	6.903183549	7.163106875	7.486144289	7.658537971	7.82824953	8.322784703	8.588738556	8.676467344	8.538511833	8.934523673
Adarb1	5.056643083	4.321928095	5.019163035	6.029663796	7.256905988	7.631358672	7.539347778	7.600667139	7.675872552	6.650834964	6.770860721	6.61528466	6.680170855	6.502536582	6.300927267	6.116497259	6.484284833	6.135837192	4.867838483	5.04848308	5.337378508	6.524850493	7.837660862	7.913701684	8.028113802	8.289517722	8.094657823	7.746000581	7.619134514	7.75553376	7.526904653	6.995768529	7.137313241	6.862325129	7.642988337	7.257910823	7.654640697	7.160109007	7.967216227	7.991345914	5.048474969	6.305214776	7.414218112	6.785636377	6.331990281	6.195164661	5.959358909	6.20771674	4.984715969	6.605996978	8.058683977	7.704459478	7.702569365	7.457663806	7.298219984	7.330548389	7.488595946	7.657436527
Adck1	6.810973638	6.686622888	6.545551837	6.59632883	7.209107041	7.373377994	7.167224241	7.351340753	7.511911315	7.299979004	7.179478604	6.957522717	6.89065214	7.06807829	6.929005602	6.624561194	6.99047151	7.002377481	6.839298622	6.79011516	6.814006779	6.705231081	7.05302544	7.262409266	7.032734517	7.250215332	7.048238912	6.961014524	6.707970331	6.494087017	6.391580602	6.402713952	6.413978239	6.232162349	6.170271674	6.188186222	6.140396474	6.235212104	6.07049857	6.115132051	6.943765048	6.698026659	7.32970824	7.150220526	6.797037744	6.861868503	6.915458442	6.984730427	6.644387888	6.667130127	7.058499042	6.819136547	6.643050814	6.472140687	6.171480135	6.20089751	6.337727275	6.160811333
Adipor2	9.389242839	9.692646944	9.684872598	9.634113583	9.266091897	9.445163107	9.124474256	8.938516672	8.799277076	8.829778419	8.99071131	8.785926961	8.944581745	8.889822412	9.024543245	8.863241602	8.844962685	8.731832689	9.51756687	9.919159548	9.693154021	9.501910522	8.996098563	9.19603736	8.883820233	8.875646751	8.67570402	8.483900677	8.582092126	8.416798781	8.696987765	8.71614226	8.693542147	8.896626079	8.826465214	9.025159546	8.715095346	8.837569136	8.715968757	8.978959788	9.424998433	9.709403287	8.962764609	8.910153896	8.868766039	8.906407048	8.829221044	8.908493076	9.445198351	9.225140632	8.806254731	8.790064139	8.565875231	8.665865408	8.778040433	8.862205461	8.808267449	8.79766417
Adora2a	7.938981572	8.143829132	8.921266402	8.274426453	8.850981161	8.646024593	8.56389784	8.441583273	8.306936942	7.677298375	7.664024868	7.913304526	8.238738187	8.216550991	8.305279423	8.133858806	8.302750672	8.153961262	7.822867451	7.845233873	8.736584295	8.471204751	8.845900735	8.577528462	8.264037683	7.945930985	7.810429145	7.430266892	7.680753381	7.634652977	7.896013092	7.609996207	7.876402477	7.92757125	7.669241682	7.574615525	7.713908232	7.750982924	7.667123994	7.481617013	8.182670068	8.894108587	8.736215793	7.850145856	7.597931059	7.982854617	8.263176961	8.279706346	7.920116002	8.49274616	8.305267675	7.250900572	7.478191848	7.780869977	7.652192319	7.518201103	7.70143455	7.353134439
